Namn på organisation,Org nr organisation,Postort organisation,Lagstöd verksamhet,Status tillsynsobjekt,Lag verksamhetsinnehåll,Lagrum verksamhetsinnehåll,Typ av boende verksamhetsinnehåll
"Föreningen Fogdaröd omsorg, vård & skola upa ek. för.",742000-2045,HÖÖR,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
"Föreningen Fogdaröd omsorg, vård & skola upa ek. för.",742000-2045,HÖÖR,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
"Föreningen Fogdaröd omsorg, vård & skola upa ek. för.",742000-2045,HÖÖR,Tillståndspliktig,Aktiv,LSS,"Korttidsvistelse utanför hemmet, LSS 9.6 p",
"Föreningen Fogdaröd omsorg, vård & skola upa ek. för.",742000-2045,HÖÖR,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
"Föreningen Fogdaröd omsorg, vård & skola upa ek. för.",742000-2045,HÖÖR,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
"Föreningen Fogdaröd omsorg, vård & skola upa ek. för.",742000-2045,HÖÖR,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
"Föreningen Fogdaröd omsorg, vård & skola upa ek. för.",742000-2045,HÖÖR,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
"Föreningen Fogdaröd omsorg, vård & skola upa ek. för.",742000-2045,HÖÖR,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
"Föreningen Fogdaröd omsorg, vård & skola upa ek. för.",742000-2045,HÖÖR,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
"Föreningen Fogdaröd omsorg, vård & skola upa ek. för.",742000-2045,HÖÖR,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
"Föreningen Fogdaröd omsorg, vård & skola upa ek. för.",742000-2045,HÖÖR,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Föreningen Furuboda,838200-5281,Åhus,Tillståndspliktig,Aktiv,LSS,"Korttidsvistelse utanför hemmet, LSS 9.6 p",
Föreningen Furuboda,838200-5281,Åhus,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Föreningen Furuboda,838200-5281,Åhus,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Föreningen Furuboda,838200-5281,Åhus,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Föreningen Furuboda,838200-5281,Åhus,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Föreningen Furuboda,838200-5281,Åhus,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Föreningen Fyrisgården,817600-7329,Uppsala,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Föreningen Fyrisgården,817600-7329,Uppsala,Tillståndspliktig,Aktiv,LSS,"Korttidstillsyn för skolungdom över 12 år, LSS 9.7 p",
Föreningen Kristoffergården,815600-8743,Hölö,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
FÖRENINGEN LUGNET,815201-2244,MUNSÖ,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
FÖRENINGEN LUGNET,815201-2244,MUNSÖ,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Lupus,846502-3409,LUND,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Föreningen Lyckebo,843003-0984,Helsingborg,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Föreningen Mikaelgårdens Läkepedagogiska Institut,815600-2795,Järna,Tillståndspliktig,Aktiv,LSS,"Bostad med särskild service för barn och ungdomar och familjehem, LSS 9.8 p",
Föreningen Mikaelgårdens Läkepedagogiska Institut,815600-2795,Järna,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Föreningen Mikaelgårdens Läkepedagogiska Institut,815600-2795,Järna,Tillståndspliktig,Aktiv,LSS,"Korttidstillsyn för skolungdom över 12 år, LSS 9.7 p",
Föreningen Mikaelgårdens Läkepedagogiska Institut,815600-2795,Järna,Tillståndspliktig,Aktiv,LSS,"Korttidstillsyn för skolungdom över 12 år, LSS 9.7 p",
Föreningen Mikaelgårdens Läkepedagogiska Institut,815600-2795,Järna,Tillståndspliktig,Aktiv,LSS,"Bostad med särskild service för barn och ungdomar och familjehem, LSS 9.8 p",
Föreningen Mikaelgårdens Läkepedagogiska Institut,815600-2795,Järna,Tillståndspliktig,Aktiv,LSS,"Bostad med särskild service för barn och ungdomar och familjehem, LSS 9.8 p",
Föreningen Narconon Eslöv,846002-3016,Eslöv,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Föreningen NorrbyVälle Gård,815600-8289,Järna,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen NorrbyVälle Gård,815600-8289,Järna,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Solåkrabyn,815600-4361,Järna,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Solåkrabyn,815600-4361,Järna,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Solåkrabyn,815600-4361,Järna,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Solåkrabyn,815600-4361,Järna,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Solåkrabyn,815600-4361,Järna,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Solåkrabyn,815600-4361,Järna,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Solåkrabyn,815600-4361,Järna,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Solåkrabyn,815600-4361,Järna,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Solåkrabyn,815600-4361,Järna,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Solåkrabyn,815600-4361,Järna,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Solåkrabyn,815600-4361,Järna,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Solåkrabyn,815600-4361,Järna,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Solåkrabyn,815600-4361,Järna,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Solåkrabyn,815600-4361,Järna,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Solåkrabyn,815600-4361,Järna,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Solåkrabyn,815600-4361,Järna,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Föreningen Solåkrabyn,815600-4361,Järna,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Föreningen Solåkrabyn,815600-4361,Järna,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Föreningen Solåkrabyn,815600-4361,Järna,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Solåkrabyn,815600-4361,Järna,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Solåkrabyn,815600-4361,Järna,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Solåkrabyn,815600-4361,Järna,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Solåkrabyn,815600-4361,Järna,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Solberga by,815600-0823,Järna,Tillståndspliktig,Aktiv,LSS,"Bostad med särskild service för barn och ungdomar och familjehem, LSS 9.8 p",
Föreningen Solberga by,815600-0823,Järna,Tillståndspliktig,Aktiv,LSS,"Bostad med särskild service för barn och ungdomar och familjehem, LSS 9.8 p",
Föreningen Solberga by,815600-0823,Järna,Tillståndspliktig,Aktiv,LSS,"Bostad med särskild service för barn och ungdomar och familjehem, LSS 9.8 p",
Föreningen Solberga by,815600-0823,Järna,Tillståndspliktig,Aktiv,LSS,"Korttidsvistelse utanför hemmet, LSS 9.6 p",
Föreningen Solberga by,815600-0823,Järna,Tillståndspliktig,Aktiv,LSS,"Bostad med särskild service för barn och ungdomar och familjehem, LSS 9.8 p",
Föreningen Solberga by,815600-0823,Järna,Tillståndspliktig,Aktiv,LSS,"Bostad med särskild service för barn och ungdomar och familjehem, LSS 9.8 p",
Föreningen Solberga by,815600-0823,Järna,Tillståndspliktig,Aktiv,LSS,"Korttidstillsyn för skolungdom över 12 år, LSS 9.7 p",
Föreningen Solberga by,815600-0823,Järna,Tillståndspliktig,Aktiv,LSS,"Bostad med särskild service för barn och ungdomar och familjehem, LSS 9.8 p",
Föreningen Solberga by,815600-0823,Järna,Tillståndspliktig,Aktiv,LSS,"Bostad med särskild service för barn och ungdomar och familjehem, LSS 9.8 p",
Föreningen Staffansgården,887500-6614,DELSBO,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Staffansgården,887500-6614,DELSBO,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Staffansgården,887500-6614,DELSBO,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Staffansgården,887500-6614,DELSBO,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Staffansgården,887500-6614,DELSBO,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Staffansgården,887500-6614,DELSBO,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Staffansgården,887500-6614,DELSBO,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Staffansgården,887500-6614,DELSBO,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Staffansgården,887500-6614,DELSBO,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Föreningen Staffansgården,887500-6614,DELSBO,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Föreningen Staffansgården,887500-6614,DELSBO,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Föreningen Staffansgården,887500-6614,DELSBO,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Forma Familjehem,810522-3930,Helsingborg,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Forma Familjehem,810522-3930,Helsingborg,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",Stödboende
Forma Familjehem AB,559206-8729,Helsingborg,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Formea Assistans AB,556593-0079,UMEÅ,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Formea Care AB,559154-5925,UMEÅ,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Formea Ung AB,556738-2410,UMEÅ,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",Stödboende
Forsethi Assistans AB,556823-8769,Sollentuna,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
ForshagaAkademin AB,556620-5737,FORSHAGA,Tillståndspliktig,Aktiv,LSS,"Bostad med särskild service för barn och ungdomar och familjehem, LSS 9.8 p",
forum SKILL Ideell förening med firma forum SKILL,802448-5149,GÖTEBORG,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
forum SKILL Ideell förening med firma forum SKILL,802448-5149,GÖTEBORG,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
forum SKILL Ideell förening med firma forum SKILL,802448-5149,GÖTEBORG,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Främja AB,556840-8172,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Främja AB,556840-8172,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Främja AB,556840-8172,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Främja AB,556840-8172,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Främja AB,556840-8172,STOCKHOLM,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Främja AB,556840-8172,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Främja AB,556840-8172,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Främja AB,556840-8172,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Främja AB,556840-8172,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Främja AB,556840-8172,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Främja AB,556840-8172,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Främja AB,556840-8172,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Bostad med särskild service för barn och ungdomar och familjehem, LSS 9.8 p",
Främja AB,556840-8172,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Främja AB,556840-8172,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Främja AB,556840-8172,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Främja AB,556840-8172,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Bostad med särskild service för barn och ungdomar och familjehem, LSS 9.8 p",
Främja AB,556840-8172,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Främja AB,556840-8172,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Bostad med särskild service för barn och ungdomar och familjehem, LSS 9.8 p",
Främja AB,556840-8172,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Främja AB,556840-8172,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Framnäsgruppen AB,556649-0420,STOCKHOLM,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Framsteget Behandlingshem AB,556589-0794,ERVALLA,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Framsteget Unga AB,559022-1635,ERVALLA,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
"Frankssons assistans
 ekonomisk förening",769619-2876,HÄGERSTEN,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Franstorps Verkstäder Ek. för.,769602-6132,Sundbyberg,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
"Frederic Assistance
 Handelsbolag",969750-6898,GÖTEBORG,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Frej Assistans Aktiebolag,556802-6461,SKÖVDE,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Freja assistanstjänst AB,556736-8955,SPÅNGA,Tillståndspliktig,Aktiv,LSS,"Avlösarservice i hemmet, LSS 9.5 p",
Freja assistanstjänst AB,556736-8955,SPÅNGA,Tillståndspliktig,Aktiv,LSS,"Ledsagarservice, LSS 9.3 p",
Freja assistanstjänst AB,556736-8955,SPÅNGA,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Freja Omsorg AB,559176-7768,LULEÅ,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Fri Assistans STHLM AB,556992-8228,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
"Fria Valet Vård och Omsorg
 AB",559024-0585,HISINGS BACKA,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Friab individ & familj AB,556651-4336,Helsingborg,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Friab individ & familj AB,556651-4336,Helsingborg,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Friab individ & familj AB,556651-4336,Helsingborg,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Friab individ & familj AB,556651-4336,Helsingborg,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Friab individ & familj AB,556651-4336,Helsingborg,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
FriBo Cura AB,556749-9768,HUSKVARNA,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
FriBo Cura AB,556749-9768,HUSKVARNA,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
FriBo Nova AB,556886-6346,HUSKVARNA,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
FriBo Rehabilitering Aktiebolag,556506-0141,HUSKVARNA,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",Stödboende
Fridebo AB,556356-9929,JÄRNA,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Friemann Convergence AB,559249-7449,MÖLNBO,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Friggatofta LSS AB,556951-4556,BROBY,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Friggatofta LSS AB,556951-4556,BROBY,Tillståndspliktig,Aktiv,LSS,"Korttidstillsyn för skolungdom över 12 år, LSS 9.7 p",
Friggatofta LSS AB,556951-4556,BROBY,Tillståndspliktig,Aktiv,LSS,"Korttidsvistelse utanför hemmet, LSS 9.6 p",
Friggatofta LSS AB,556951-4556,BROBY,Tillståndspliktig,Aktiv,LSS,"Korttidsvistelse utanför hemmet, LSS 9.6 p",
FriSa Assistans AB,559186-8574,Sandviken,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Fristad Omsorg AB,559189-0990,KUNGÄLV,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Fröken Fridas Assistans AB,556818-0151,GÖTEBORG,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Frösunda IoF AB,556597-2352,STOCKHOLM,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Frösunda LSS AB,556652-0176,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Frösunda LSS AB,556652-0176,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Frösunda LSS AB,556652-0176,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Frösunda LSS AB,556652-0176,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Frösunda LSS AB,556652-0176,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Frösunda LSS AB,556652-0176,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Frösunda LSS AB,556652-0176,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Frösunda Omsorg AB,556509-2482,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Frösunda Omsorg AB,556509-2482,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Frösunda Omsorg AB,556509-2482,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Frösunda Omsorg AB,556509-2482,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
